-0.435, 0.281419, 0.676041, 0
-0.405, 0.277759, 0.674707, 0.042449
-0.375, 0.277006, 0.67071, 0.0847304
-0.345, 0.2782, 0.664066, 0.126677
-0.315, 0.280497, 0.654802, 0.168125
-0.285, 0.283196, 0.642953, 0.208908
-0.255, 0.28582, 0.628567, 0.248867
-0.225, 0.288123, 0.6117, 0.287844
-0.195, 0.29004, 0.592419, 0.325685
-0.165, 0.291619, 0.5708, 0.362241
-0.135, 0.292957, 0.546929, 0.397367
-0.105, 0.294165, 0.520898, 0.430925
-0.075, 0.29534, 0.492813, 0.462782
-0.045, 0.296565, 0.462782, 0.492813
-0.015, 0.297901, 0.430925, 0.520898
0.015, 0.299389, 0.397367, 0.546929
0.045, 0.301052, 0.362241, 0.5708
0.075, 0.302891, 0.325685, 0.592419
0.105, 0.304887, 0.287844, 0.6117
0.135, 0.306995, 0.248867, 0.628567
0.165, 0.309139, 0.208908, 0.642953
0.195, 0.311207, 0.168125, 0.654802
0.225, 0.313051, 0.126677, 0.664066
0.255, 0.314498, 0.0847304, 0.67071
0.285, 0.315402, 0.042449, 0.674707
0.315, 0.315751, 4.13942e-017, 0.676041
0.345, 0.315833, -0.042449, 0.674707
0.375, 0.316432, -0.0847304, 0.67071
0.405, 0.318752, -0.126677, 0.664066
0.435, 0.324488, -0.168125, 0.654802
0.45, 0.308876, -0.208908, 0.642953
0.45, 0.277652, -0.248867, 0.628567
0.45, 0.246427, -0.287844, 0.6117
0.45, 0.215203, -0.325685, 0.592419
0.45, 0.183979, -0.362241, 0.5708
0.45, 0.152754, -0.397367, 0.546929
0.45, 0.12153, -0.430925, 0.520898
0.45, 0.0903053, -0.462782, 0.492813
0.45, 0.0590809, -0.492813, 0.462782
0.45, 0.0278564, -0.520898, 0.430925
0.45, -0.00336799, -0.546929, 0.397367
0.45, -0.0345924, -0.5708, 0.362241
0.45, -0.0658168, -0.592419, 0.325685
0.45, -0.0970413, -0.6117, 0.287844
0.45, -0.128266, -0.628567, 0.248867
0.45, -0.15949, -0.642953, 0.208908
0.45, -0.190715, -0.654802, 0.168125
0.45, -0.221939, -0.664066, 0.126677
0.45, -0.253163, -0.67071, 0.0847304
0.45, -0.284388, -0.674707, 0.042449
0.435, -0.3, -0.676041, 8.27884e-017
0.405, -0.3, -0.674707, -0.042449
0.375, -0.3, -0.67071, -0.0847304
0.345, -0.3, -0.664066, -0.126677
0.315, -0.3, -0.654802, -0.168125
0.285, -0.3, -0.642953, -0.208908
0.255, -0.3, -0.628567, -0.248867
0.225, -0.3, -0.6117, -0.287844
0.195, -0.3, -0.592419, -0.325685
0.165, -0.3, -0.5708, -0.362241
0.135, -0.3, -0.546929, -0.397367
0.105, -0.3, -0.520898, -0.430925
0.075, -0.3, -0.492813, -0.462782
0.045, -0.3, -0.462782, -0.492813
0.015, -0.3, -0.430925, -0.520898
-0.015, -0.3, -0.397367, -0.546929
-0.045, -0.3, -0.362241, -0.5708
-0.075, -0.3, -0.325685, -0.592419
-0.105, -0.3, -0.287844, -0.6117
-0.135, -0.3, -0.248867, -0.628567
-0.165, -0.3, -0.208908, -0.642953
-0.195, -0.3, -0.168125, -0.654802
-0.225, -0.3, -0.126677, -0.664066
-0.255, -0.3, -0.0847304, -0.67071
-0.285, -0.3, -0.042449, -0.674707
-0.315, -0.3, -1.24183e-016, -0.676041
-0.345, -0.3, 0.042449, -0.674707
-0.375, -0.3, 0.0847304, -0.67071
-0.405, -0.3, 0.126677, -0.664066
-0.435, -0.3, 0.168125, -0.654802
-0.45, -0.285465, 0.208908, -0.642953
-0.45, -0.256394, 0.248867, -0.628567
-0.45, -0.227323, 0.287844, -0.6117
-0.45, -0.198252, 0.325685, -0.592419
-0.45, -0.169181, 0.362241, -0.5708
-0.45, -0.14011, 0.397367, -0.546929
-0.45, -0.111039, 0.430925, -0.520898
-0.45, -0.0819677, 0.462782, -0.492813
-0.45, -0.0528967, 0.492813, -0.462782
-0.45, -0.0238258, 0.520898, -0.430925
-0.45, 0.0052452, 0.546929, -0.397367
-0.45, 0.0343162, 0.5708, -0.362241
-0.45, 0.0633871, 0.592419, -0.325685
-0.45, 0.0924581, 0.6117, -0.287844
-0.45, 0.121529, 0.628567, -0.248867
-0.45, 0.1506, 0.642953, -0.208908
-0.45, 0.179671, 0.654802, -0.168125
-0.45, 0.208742, 0.664066, -0.126677
-0.45, 0.237813, 0.67071, -0.0847304
-0.45, 0.266884, 0.674707, -0.042449
