-8.88E-16	3.55E-15
0.115681624	0.021365557
0.213018906	0.098817552
0.296512576	0.187575971
0.40781763	0.298464407
0.52362214	0.36457284
0.565213777	0.353025012
0.629774633	0.285347424
0.671148997	0.19550267
0.703335674	0.128109819
0.763178533	0.026918406
0.822928271	-0.107830157
0.891709227	-0.320956105
0.965240496	-0.489382524
1.020458471	-0.590533701
1.080424207	-0.646985326
1.158952843	-0.681223387
1.21923025	-0.625820948
1.261101242	-0.536700418
1.293691435	-0.458682045
1.345060509	-0.280159344
1.3825239	-0.112698565
1.429361211	0.09942152
1.47166676	0.34513899
1.500036852	0.568605724
1.546750002	0.735982944
1.574901545	0.881152763
1.612209734	0.992684962
1.649426078	1.070660001
1.686579074	1.126266705
1.714358141	1.137211017
1.751138662	1.058592215
1.783171414	0.935270773
1.810578006	0.811989579
1.842486596	0.643925272
1.869831107	0.498272645
1.892581783	0.363849057
1.901521156	0.25191451
1.928773822	0.072704724
1.951462409	-0.084093383
1.983183498	-0.319265802
2.005842321	-0.487249636
2.037718603	-0.666496561
2.069471992	-0.890489448
2.101503476	-1.013807792
2.12897214	-1.114720641
2.138004634	-1.193098039
2.179347958	-1.294128509
2.243815701	-1.395360159
2.290280536	-1.317465581
2.346119301	-1.194908609
2.402547815	-0.859829205
2.459099214	-0.480006926
2.506744833	0.022935594
2.553861499	0.335724038
2.591883599	0.704521534
2.620252415	0.927988279
2.639124417	1.062049755
2.658212434	1.274414343
2.681895562	1.47554988
2.705422221	1.620759935
2.733481918	1.732372594
2.789289643	1.843743849
2.826163276	1.798679108
2.872193564	1.719979835
2.899600156	1.59669864
2.91294713	1.406423845
2.949293103	1.17121119
2.980549864	0.768253019
3.016709595	0.465926068
3.061963892	0.107590064
3.088687614	-0.261770712
3.110911889	-0.586348399
3.142229454	-0.966935127
3.173826373	-1.246853497
3.223829716	-1.560486872
3.269270255	-1.851708579
3.29211532	-1.952578116
3.328740639	-2.087125499
3.375019241	-2.076342131
3.426264162	-1.942559208
3.468445549	-1.741584603
3.496753561	-1.540489301
3.534496307	-1.272360163
3.544304783	-1.071103918
3.558767907	-0.858702182
3.568576384	-0.657445937
3.625439454	-0.165769594
3.635558325	0.147340726
3.669048662	0.549735606
3.702570031	0.963313116
3.740531326	1.309739169
3.764523581	1.622731878
3.793235109	1.969238403
3.835757931	2.293252798
3.877877237	2.471855971
3.915092305	2.549831021
3.956621871	2.515914848
3.979404855	2.392673878
4.01137425	2.246981015
4.024783314	2.079080739
4.038160052	1.899991671
4.051507035	1.709719962
4.083010834	1.396244444
4.114546957	1.093957718
4.131803637	0.646380487
4.167530089	0.187456586
4.198288945	-0.394466859
4.220232589	-0.819712893
4.265146728	-1.301088698
4.296464293	-1.681675426
4.318749372	-1.98388167
4.350378608	-2.252614335
4.377630007	-2.431821024
4.404944754	-2.588659378
4.451130235	-2.611433158
4.506626289	-2.611915966
4.530216304	-2.44433449
4.563241045	-2.209722265
4.587110406	-1.941475518
4.620290348	-1.650934712
4.639565866	-1.371462013
4.66852444	-0.935469748
4.702418284	-0.387666732
4.745594212	0.171241518
4.77477006	0.685530709
4.803945899	1.199816813
4.84224863	1.669282656
4.857270463	2.083021109
4.890699995	2.463044546
4.919255053	2.753625588
4.94762387	2.977092333
4.980308451	3.088664756
4.999023984	3.16680075
5.049958511	3.188729598
5.086398872	2.987070995
5.09971353	2.785610495
5.140436065	2.460871875
5.189135747	1.67745077
5.220082113	1.162638524
5.246433368	0.659055328
5.282003341	0.144202857
5.303668908	-0.381711547
5.339052648	-0.963675228
5.370028777	-1.467301746
5.387379855	-1.88132184
5.42316711	-2.317874298
5.449892108	-2.687235085
5.481582149	-2.933596306
5.508895619	-3.090434649
5.545615335	-3.191424895
5.577864093	-3.236446313
5.629109006	-3.102666476
5.648072862	-2.935044754
5.676505035	-2.689206588
5.691093597	-2.432061998
5.729270889	-2.007339008
5.762854339	-1.571390066
5.791906025	-1.10184374
5.821238342	-0.531629066
5.855349469	0.094473963
5.88933771	0.675834117
5.914323221	1.346757396
5.952779868	1.872148744
5.981956992	2.386437924
6.020258447	2.855903778
6.044312774	3.191264833
6.082305109	3.548876602
6.096581992	3.694164042
6.124579617	3.783408355
6.166233327	3.794228873
6.207638732	3.715569835
6.220954674	3.514112411
6.225176043	3.368660952
6.251992885	3.032857324
6.273999887	2.629982711
6.314070582	2.07034714
6.335486559	1.454950105
6.361714928	0.906624033
6.397036587	0.30228892
6.41376559	-0.335442398
6.435213883	-0.939653728
6.470628663	-1.510431693
6.510699359	-2.070067264
6.532737401	-2.461756161
6.559399042	-2.853488369
6.581747478	-3.133323191
6.608936788	-3.334904399
6.64084411	-3.502965608
6.686596312	-3.682336338
6.719279617	-3.570763903
6.738150352	-3.436699329
6.780333015	-3.235724735
6.803983835	-3.045771816
6.818355115	-2.866927239
6.8379708	-2.464411651
6.867178956	-1.938939842
6.905697684	-1.391177061
6.925904395	-0.776139052
6.964888719	-0.060593616
6.980439505	0.543298914
7.014861018	1.281252931
7.053690149	1.940872873
7.101862152	2.633963318
7.12194471	3.20426155
7.141684548	3.651516915
7.170365035	3.986837724
7.19864073	4.17674732
7.245291808	4.321756195
7.291260016	4.220685489
7.318574763	4.063847135
7.336576394	3.884720918
7.363487625	3.582471341
7.37196141	3.302757226
7.399026566	3.05643624
7.406817473	2.530639458
7.446546742	1.847967183
7.480813064	0.863330068
7.506575838	0.147221341
7.532399415	-0.546515943
7.562661643	-1.307404672
7.602484025	-1.956522886
7.637744888	-2.583226355
7.672849274	-3.265858395
7.695289547	-3.512139144
7.72238702	-3.747274425
7.749762571	-3.881741336
7.781826363	-3.993877061
7.82835328	-3.893611051
7.865847711	-3.714964555
7.880186674	-3.547305683
7.913461005	-3.223210827
7.937639493	-2.843106907
7.971534613	-2.295303902
8.010208543	-1.691612541
8.048975585	-1.054367118
8.060367084	-0.282651697
8.085569869	0.466568508
8.133959163	1.237962052
8.173099956	2.009432971
8.19824067	2.73628483
8.227541946	3.295313788
8.252248103	3.865568708
8.290487477	4.31266313
8.295484836	4.446848401
8.309638842	4.547396052
8.333010299	4.636677526
8.383975866	4.669792091
8.425536463	4.647058547
8.44344625	4.43437517
8.461324995	4.210506078
8.456079322	3.986838164
8.500774902	3.427162358
8.526815762	2.811725087
8.55732758	2.140318988
8.583089077	1.424210272
8.599540002	0.685810585
8.634365033	-0.097489813
8.66015757	-0.802412812
8.690576267	-1.507376059
8.725835855	-2.134079518
8.75650159	-2.749560111
8.773573313	-3.264248563
8.809515761	-3.644875527
